g id	t id	f1	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f2	f20	f3	f4	f5	f6	f7	f8	f9
g138	t447	False	True	False	False	False	False	False	True	True	False	False	True	False	False	False	True	False	True	True	False
g138	t448	False	True	False	False	False	False	False	True	True	False	False	True	False	False	False	True	False	True	True	False
g138	t449	False	True	False	False	False	False	False	True	True	False	False	True	False	False	False	True	False	True	True	False
g139	t450																				
g139	t451	False	True	True	False	False	False	False	False	False	True	False	False	True	False	False	False	False	True	True	True
g139	t452	False	True	True	False	False	False	False	False	False	True	False	False	True	False	False	False	False	True	True	True
g139	t453																				
g139	t454	False	True	True	False	False	False	False	False	False	True	False	False	True	False	False	False	False	True	True	True
g139	t455	False	True	True	False	False	False	False	False	False	True	False	False	True	False	False	False	False	True	True	True
g139	t456																				
g14	t457																				
g14	t458	True	False	False	True	True	False	True	False	True	False	False	False	False	True	False	False	False	False	True	True
g14	t459																				
g14	t460	True	False	False	True	True	False	True	False	True	False	False	False	False	True	False	False	False	False	True	True
g14	t461																				
g14	t462	True	False	False	True	True	False	True	False	True	False	False	False	False	True	False	False	False	False	True	True
g14	t463																				
g14	t464																				
g14	t465	True	False	False	True	True	False	True	False	True	False	False	False	False	True	False	False	False	False	True	True
g14	t466	True	False	False	True	True	False	True	False	True	False	False	False	False	True	False	False	False	False	True	True
g140	t467	True	True	False	False	False	False	False	False	True	False	False	False	True	False	True	True	False	False	False	True
g140	t468	True	True	False	False	False	False	False	False	True	False	False	False	True	False	True	True	False	False	False	True
g140	t469	True	True	False	False	False	False	False	False	True	False	False	False	True	False	True	True	False	False	False	True
g140	t470	True	True	False	False	False	False	False	False	True	False	False	False	True	False	True	True	False	False	False	True
g140	t471																				
g140	t472																				
g140	t473																				
g140	t474	True	True	False	False	False	False	False	False	True	False	False	False	True	False	True	True	False	False	False	True
g140	t475	True	True	False	False	False	False	False	False	True	False	False	False	True	False	True	True	False	False	False	True
g140	t476	True	True	False	False	False	False	False	False	True	False	False	False	True	False	True	True	False	False	False	True
g140	t477																				
g141	t478																				
g141	t479	True	False	False	False	True	True	False	False	False	True	True	False	False	True	True	False	False	False	False	False
g141	t480																				
g141	t481	True	False	False	False	True	True	False	False	False	True	True	False	False	True	True	False	False	False	False	False
g141	t482	True	False	False	False	True	True	False	False	False	True	True	False	False	True	True	False	False	False	False	False
g141	t483																				
g141	t484																				
g141	t485	True	False	False	False	True	True	False	False	False	True	True	False	False	True	True	False	False	False	False	False
g141	t486	True	False	False	False	True	True	False	False	False	True	True	False	False	True	True	False	False	False	False	False
g142	t487	True	False	True	False	False	True	False	False	False	False	True	False	False	True	True	False	False	False	False	True
g142	t488	True	False	True	False	False	True	False	False	False	False	True	False	False	True	True	False	False	False	False	True
g142	t489																				
g142	t490	True	False	True	False	False	True	False	False	False	False	True	False	False	True	True	False	False	False	False	True
g142	t491																				
g142	t492																				
g142	t493																				
g142	t494	True	False	True	False	False	True	False	False	False	False	True	False	False	True	True	False	False	False	False	True
g142	t495	True	False	True	False	False	True	False	False	False	False	True	False	False	True	True	False	False	False	False	True
g142	t496	True	False	True	False	False	True	False	False	False	False	True	False	False	True	True	False	False	False	False	True
g142	t497																				
g143	t498																				
g143	t499																				
g143	t500	True	False	False	True	True	False	False	True	True	False	True	True	False	True	False	False	False	False	True	False
g143	t501	True	False	False	True	True	False	False	True	True	False	True	True	False	True	False	False	False	False	True	False
g143	t502	True	False	False	True	True	False	False	True	True	False	True	True	False	True	False	False	False	False	True	False
g143	t503	True	False	False	True	True	False	False	True	True	False	True	True	False	True	False	False	False	False	True	False
g143	t504	True	False	False	True	True	False	False	True	True	False	True	True	False	True	False	False	False	False	True	False
g144	t505																				
g144	t506	False	True	True	False	False	False	False	True	True	False	False	True	False	False	False	False	True	True	False	False
g144	t507																				
g144	t508																				
g144	t509	False	True	True	False	False	False	False	True	True	False	False	True	False	False	False	False	True	True	False	False
g144	t510	False	True	True	False	False	False	False	True	True	False	False	True	False	False	False	False	True	True	False	False
g144	t511	False	True	True	False	False	False	False	True	True	False	False	True	False	False	False	False	True	True	False	False
g145	t512	True	True	False	True	False	True	False	True	True	False	False	False	True	False	False	False	False	True	True	False
g145	t513	True	True	False	True	False	True	False	True	True	False	False	False	True	False	False	False	False	True	True	False
g145	t514																				
g145	t515	True	True	False	True	False	True	False	True	True	False	False	False	True	False	False	False	False	True	True	False
g145	t516																				
g145	t517																				
g145	t518	True	True	False	True	False	True	False	True	True	False	False	False	True	False	False	False	False	True	True	False
g145	t519	True	True	False	True	False	True	False	True	True	False	False	False	True	False	False	False	False	True	True	False
g145	t520	True	True	False	True	False	True	False	True	True	False	False	False	True	False	False	False	False	True	True	False
g145	t521																				
g146	t522																				
g146	t523																				
g146	t524	False	False	False	False	False	False	False	True	False	True	True	False	False	True	False	True	True	False	False	True
g146	t525	False	False	False	False	False	False	False	True	False	True	True	False	False	True	False	True	True	False	False	True
g146	t526	False	False	False	False	False	False	False	True	False	True	True	False	False	True	False	True	True	False	False	True
g146	t527	False	False	False	False	False	False	False	True	False	True	True	False	False	True	False	True	True	False	False	True
g146	t528	False	False	False	False	False	False	False	True	False	True	True	False	False	True	False	True	True	False	False	True
g146	t529																				
g146	t530	False	False	False	False	False	False	False	True	False	True	True	False	False	True	False	True	True	False	False	True
g146	t531																				
g146	t532	False	False	False	False	False	False	False	True	False	True	True	False	False	True	False	True	True	False	False	True
g147	t533	False	True	False	False	True	False	False	True	True	True	False	True	True	False	False	False	True	False	False	True
g147	t534																				
g147	t535																				
g147	t536	False	True	False	False	True	False	False	True	True	True	False	True	True	False	False	False	True	False	False	True
g147	t537	False	True	False	False	True	False	False	True	True	True	False	True	True	False	False	False	True	False	False	True
g147	t538	False	True	False	False	True	False	False	True	True	True	False	True	True	False	False	False	True	False	False	True
g147	t539	False	True	False	False	True	False	False	True	True	True	False	True	True	False	False	False	True	False	False	True
g147	t540	False	True	False	False	True	False	False	True	True	True	False	True	True	False	False	False	True	False	False	True
g147	t541																				
g147	t542	False	True	False	False	True	False	False	True	True	True	False	True	True	False	False	False	True	False	False	True
g147	t543	False	True	False	False	True	False	False	True	True	True	False	True	True	False	False	False	True	False	False	True
g147	t544																				
g147	t545	False	True	False	False	True	False	False	True	True	True	False	True	True	False	False	False	True	False	False	True
g148	t546																				
g148	t547																				
g148	t548	False	False	True	True	False	False	True	False	True	False	False	True	True	False	True	False	False	False	False	True
g148	t549	False	False	True	True	False	False	True	False	True	False	False	True	True	False	True	False	False	False	False	True
g148	t550	False	False	True	True	False	False	True	False	True	False	False	True	True	False	True	False	False	False	False	True
g148	t551																				
g149	t552	False	True	False	False	False	True	False	False	False	False	False	False	True	True	True	False	True	False	True	False
g149	t553																				
g149	t554																				
g149	t555	False	True	False	False	False	True	False	False	False	False	False	False	True	True	True	False	True	False	True	False
g149	t556																				
g149	t557																				
g149	t558	False	True	False	False	False	True	False	False	False	False	False	False	True	True	True	False	True	False	True	False
g149	t559	False	True	False	False	False	True	False	False	False	False	False	False	True	True	True	False	True	False	True	False
g149	t560	False	True	False	False	False	True	False	False	False	False	False	False	True	True	True	False	True	False	True	False
g15	t561	True	False	False	True	False	False	True	True	True	False	True	False	False	False	False	False	False	False	False	True
g15	t562																				
g15	t563	True	False	False	True	False	False	True	True	True	False	True	False	False	False	False	False	False	False	False	True
g15	t564	True	False	False	True	False	False	True	True	True	False	True	False	False	False	False	False	False	False	False	True
g15	t565																				
g15	t566																				
g15	t567																				
g15	t568	True	False	False	True	False	False	True	True	True	False	True	False	False	False	False	False	False	False	False	True
g150	t569	False	True	False	False	True	False	False	False	True	True	True	False	False	True	False	False	True	False	False	True
g150	t570	False	True	False	False	True	False	False	False	True	True	True	False	False	True	False	False	True	False	False	True
g150	t571																				
g150	t572	False	True	False	False	True	False	False	False	True	True	True	False	False	True	False	False	True	False	False	True
g150	t573																				
g151	t574																				
g151	t575	True	True	False	False	False	False	False	False	True	False	False	True	True	False	False	False	False	False	True	False
g151	t576	True	True	False	False	False	False	False	False	True	False	False	True	True	False	False	False	False	False	True	False
g151	t577																				
g151	t578	True	True	False	False	False	False	False	False	True	False	False	True	True	False	False	False	False	False	True	False
g151	t579																				
g151	t580	True	True	False	False	False	False	False	False	True	False	False	True	True	False	False	False	False	False	True	False
g151	t581	True	True	False	False	False	False	False	False	True	False	False	True	True	False	False	False	False	False	True	False
g152	t582	False	False	True	True	False	False	False	False	False	True	True	False	False	False	True	False	False	False	True	True
g152	t583	False	False	True	True	False	False	False	False	False	True	True	False	False	False	True	False	False	False	True	True
g152	t584																				
g152	t585	False	False	True	True	False	False	False	False	False	True	True	False	False	False	True	False	False	False	True	True
g152	t586	False	False	True	True	False	False	False	False	False	True	True	False	False	False	True	False	False	False	True	True
g152	t587																				
g152	t588	False	False	True	True	False	False	False	False	False	True	True	False	False	False	True	False	False	False	True	True
g152	t589																				
g152	t590																				
g153	t591																				
g153	t592	True	True	False	True	False	True	False	False	False	True	False	False	False	False	False	True	True	False	False	True
g153	t593	True	True	False	True	False	True	False	False	False	True	False	False	False	False	False	True	True	False	False	True
g153	t594	True	True	False	True	False	True	False	False	False	True	False	False	False	False	False	True	True	False	False	True
g153	t595	True	True	False	True	False	True	False	False	False	True	False	False	False	False	False	True	True	False	False	True
g153	t596																				
g153	t597	True	True	False	True	False	True	False	False	False	True	False	False	False	False	False	True	True	False	False	True
g153	t598	True	True	False	True	False	True	False	False	False	True	False	False	False	False	False	True	True	False	False	True
g153	t599																				
g153	t600	True	True	False	True	False	True	False	False	False	True	False	False	False	False	False	True	True	False	False	True
g153	t601																				
g153	t602																				
g153	t603																				
g154	t604	True	True	False	False	False	True	False	True	False	False	True	False	False	True	True	False	False	True	False	False
g154	t605	True	True	False	False	False	True	False	True	False	False	True	False	False	True	True	False	False	True	False	False
g154	t606	True	True	False	False	False	True	False	True	False	False	True	False	False	True	True	False	False	True	False	False
g154	t607																				
g154	t608	True	True	False	False	False	True	False	True	False	False	True	False	False	True	True	False	False	True	False	False
g154	t609	True	True	False	False	False	True	False	True	False	False	True	False	False	True	True	False	False	True	False	False
g154	t610																				
g154	t611	True	True	False	False	False	True	False	True	False	False	True	False	False	True	True	False	False	True	False	False
g154	t612	True	True	False	False	False	True	False	True	False	False	True	False	False	True	True	False	False	True	False	False
g154	t613																				
g154	t614	True	True	False	False	False	True	False	True	False	False	True	False	False	True	True	False	False	True	False	False
g154	t615	True	True	False	False	False	True	False	True	False	False	True	False	False	True	True	False	False	True	False	False
g154	t616	True	True	False	False	False	True	False	True	False	False	True	False	False	True	True	False	False	True	False	False
g154	t617																				
g154	t618																				
g154	t619	True	True	False	False	False	True	False	True	False	False	True	False	False	True	True	False	False	True	False	False
g154	t620																				
g155	t621																				
g155	t622																				
g155	t623																				
g155	t624	True	True	True	True	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False
g155	t625	True	True	True	True	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False
g155	t626	True	True	True	True	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False
g155	t627	True	True	True	True	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False
g155	t628	True	True	True	True	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False
g156	t629																				
g156	t630	False	False	False	False	True	True	False	False	True	False	True	False	False	True	True	False	False	False	True	False
g156	t631	False	False	False	False	True	True	False	False	True	False	True	False	False	True	True	False	False	False	True	False
g156	t632																				
g156	t633	False	False	False	False	True	True	False	False	True	False	True	False	False	True	True	False	False	False	True	False
g156	t634	False	False	False	False	True	True	False	False	True	False	True	False	False	True	True	False	False	False	True	False
g156	t635																				
g156	t636	False	False	False	False	True	True	False	False	True	False	True	False	False	True	True	False	False	False	True	False
g156	t637	False	False	False	False	True	True	False	False	True	False	True	False	False	True	True	False	False	False	True	False
g156	t638																				
g156	t639	False	False	False	False	True	True	False	False	True	False	True	False	False	True	True	False	False	False	True	False
g157	t640	False	False	False	False	True	True	True	True	False	True	False	False	False	True	True	False	False	False	False	True
g157	t641	False	False	False	False	True	True	True	True	False	True	False	False	False	True	True	False	False	False	False	True
g157	t642																				
g157	t643	False	False	False	False	True	True	True	True	False	True	False	False	False	True	True	False	False	False	False	True
g157	t644																				
g157	t645	False	False	False	False	True	True	True	True	False	True	False	False	False	True	True	False	False	False	False	True
g157	t646	False	False	False	False	True	True	True	True	False	True	False	False	False	True	True	False	False	False	False	True
g157	t647	False	False	False	False	True	True	True	True	False	True	False	False	False	True	True	False	False	False	False	True
g157	t648																				
g157	t649																				
g157	t650	False	False	False	False	True	True	True	True	False	True	False	False	False	True	True	False	False	False	False	True
g158	t651	False	False	False	False	True	True	True	True	False	True	True	False	False	False	False	True	True	False	False	False
g158	t652	False	False	False	False	True	True	True	True	False	True	True	False	False	False	False	True	True	False	False	False
g158	t653	False	False	False	False	True	True	True	True	False	True	True	False	False	False	False	True	True	False	False	False
g158	t654																				
g158	t655																				
g158	t656																				
g158	t657																				
g158	t658	False	False	False	False	True	True	True	True	False	True	True	False	False	False	False	True	True	False	False	False
g158	t659	False	False	False	False	True	True	True	True	False	True	True	False	False	False	False	True	True	False	False	False
g158	t660																				
g158	t661	False	False	False	False	True	True	True	True	False	True	True	False	False	False	False	True	True	False	False	False
g158	t662																				
g159	t663																				
g159	t664	True	False	True	True	False	True	False	True	False	False	True	True	False	False	False	False	False	False	True	False
g159	t665																				
g159	t666	True	False	True	True	False	True	False	True	False	False	True	True	False	False	False	False	False	False	True	False
g159	t667	True	False	True	True	False	True	False	True	False	False	True	True	False	False	False	False	False	False	True	False
g159	t668	True	False	True	True	False	True	False	True	False	False	True	True	False	False	False	False	False	False	True	False
g159	t669	True	False	True	True	False	True	False	True	False	False	True	True	False	False	False	False	False	False	True	False
g159	t670																				
g159	t671																				
g159	t672	True	False	True	True	False	True	False	True	False	False	True	True	False	False	False	False	False	False	True	False
g159	t673																				
g159	t674																				
g16	t675	True	True	False	True	False	False	False	True	False	False	False	False	True	False	False	False	False	False	True	True
g16	t676																				
g16	t677	True	True	False	True	False	False	False	True	False	False	False	False	True	False	False	False	False	False	True	True
g16	t678	True	True	False	True	False	False	False	True	False	False	False	False	True	False	False	False	False	False	True	True
g16	t679	True	True	False	True	False	False	False	True	False	False	False	False	True	False	False	False	False	False	True	True
g16	t680																				
g16	t681	True	True	False	True	False	False	False	True	False	False	False	False	True	False	False	False	False	False	True	True
g160	t682	True	False	True	False	True	True	False	True	False	False	False	False	True	False	False	False	False	False	False	True
g160	t683	True	False	True	False	True	True	False	True	False	False	False	False	True	False	False	False	False	False	False	True
g160	t684																				
g160	t685																				
g160	t686	True	False	True	False	True	True	False	True	False	False	False	False	True	False	False	False	False	False	False	True
g160	t687	True	False	True	False	True	True	False	True	False	False	False	False	True	False	False	False	False	False	False	True
g160	t688																				
g160	t689																				
g160	t690	True	False	True	False	True	True	False	True	False	False	False	False	True	False	False	False	False	False	False	True
g160	t691	True	False	True	False	True	True	False	True	False	False	False	False	True	False	False	False	False	False	False	True
g161	t692																				
g161	t693	False	True	True	True	False	False	False	False	True	True	False	True	False	True	False	False	True	False	False	False
g161	t694																				
g161	t695	False	True	True	True	False	False	False	False	True	True	False	True	False	True	False	False	True	False	False	False
g161	t696	False	True	True	True	False	False	False	False	True	True	False	True	False	True	False	False	True	False	False	False
g162	t697	False	False	True	False	True	False	False	False	True	False	True	False	False	True	False	True	True	False	False	False
g162	t698																				
g162	t699	False	False	True	False	True	False	False	False	True	False	True	False	False	True	False	True	True	False	False	False
g162	t700																				
g162	t701	False	False	True	False	True	False	False	False	True	False	True	False	False	True	False	True	True	False	False	False
g162	t702	False	False	True	False	True	False	False	False	True	False	True	False	False	True	False	True	True	False	False	False
g162	t703	False	False	True	False	True	False	False	False	True	False	True	False	False	True	False	True	True	False	False	False
g163	t704																				
g163	t705	False	False	True	False	False	False	True	True	True	False	True	False	True	False	False	False	False	False	True	False
g163	t706																				
g163	t707	False	False	True	False	False	False	True	True	True	False	True	False	True	False	False	False	False	False	True	False
g163	t708	False	False	True	False	False	False	True	True	True	False	True	False	True	False	False	False	False	False	True	False
g163	t709	False	False	True	False	False	False	True	True	True	False	True	False	True	False	False	False	False	False	True	False
g163	t710	False	False	True	False	False	False	True	True	True	False	True	False	True	False	False	False	False	False	True	False
g163	t711																				
g163	t712																				
g164	t713	False	False	True	False	True	True	False	True	False	False	True	False	False	True	False	False	False	True	False	True
g164	t714																				
g164	t715	False	False	True	False	True	True	False	True	False	False	True	False	False	True	False	False	False	True	False	True
g164	t716	False	False	True	False	True	True	False	True	False	False	True	False	False	True	False	False	False	True	False	True
g164	t717																				
g164	t718																				
g164	t719																				
g164	t720	False	False	True	False	True	True	False	True	False	False	True	False	False	True	False	False	False	True	False	True
g164	t721	False	False	True	False	True	True	False	True	False	False	True	False	False	True	False	False	False	True	False	True
g164	t722	False	False	True	False	True	True	False	True	False	False	True	False	False	True	False	False	False	True	False	True
g164	t723	False	False	True	False	True	True	False	True	False	False	True	False	False	True	False	False	False	True	False	True
g164	t724	False	False	True	False	True	True	False	True	False	False	True	False	False	True	False	False	False	True	False	True
g164	t725																				
g165	t726	True	True	False	False	False	True	False	False	True	True	False	True	False	False	True	False	False	False	True	False
g165	t727	True	True	False	False	False	True	False	False	True	True	False	True	False	False	True	False	False	False	True	False
g165	t728	True	True	False	False	False	True	False	False	True	True	False	True	False	False	True	False	False	False	True	False
g165	t729	True	True	False	False	False	True	False	False	True	True	False	True	False	False	True	False	False	False	True	False
g165	t730	True	True	False	False	False	True	False	False	True	True	False	True	False	False	True	False	False	False	True	False
g165	t731																				
g165	t732	True	True	False	False	False	True	False	False	True	True	False	True	False	False	True	False	False	False	True	False
g165	t733																				
g165	t734	True	True	False	False	False	True	False	False	True	True	False	True	False	False	True	False	False	False	True	False
g165	t735	True	True	False	False	False	True	False	False	True	True	False	True	False	False	True	False	False	False	True	False
g165	t736																				
g165	t737																				
g165	t738	True	True	False	False	False	True	False	False	True	True	False	True	False	False	True	False	False	False	True	False
g165	t739																				
g165	t740																				
g166	t741																				
g166	t742	True	False	False	False	True	True	False	True	True	False	True	False	False	True	False	True	False	False	False	False
g166	t743	True	False	False	False	True	True	False	True	True	False	True	False	False	True	False	True	False	False	False	False
g166	t744	True	False	False	False	True	True	False	True	True	False	True	False	False	True	False	True	False	False	False	False
g166	t745																				
g166	t746	True	False	False	False	True	True	False	True	True	False	True	False	False	True	False	True	False	False	False	False
g166	t747																				
g166	t748																				
g166	t749																				
g166	t750	True	False	False	False	True	True	False	True	True	False	True	False	False	True	False	True	False	False	False	False
g167	t751	True	False	False	False	False	True	False	True	True	True	False	True	False	False	False	False	False	False	True	False
g167	t752	True	False	False	False	False	True	False	True	True	True	False	True	False	False	False	False	False	False	True	False
g167	t753	True	False	False	False	False	True	False	True	True	True	False	True	False	False	False	False	False	False	True	False
g167	t754	True	False	False	False	False	True	False	True	True	True	False	True	False	False	False	False	False	False	True	False
g167	t755	True	False	False	False	False	True	False	True	True	True	False	True	False	False	False	False	False	False	True	False
g167	t756																				
g167	t757																				
g167	t758	True	False	False	False	False	True	False	True	True	True	False	True	False	False	False	False	False	False	True	False
g167	t759																				
g167	t760																				
g168	t761	False	False	False	False	False	True	True	False	False	True	True	True	False	False	True	False	True	True	False	False
g168	t762																				
g168	t763	False	False	False	False	False	True	True	False	False	True	True	True	False	False	True	False	True	True	False	False
g168	t764	False	False	False	False	False	True	True	False	False	True	True	True	False	False	True	False	True	True	False	False
g168	t765																				
g168	t766																				
g168	t767	False	False	False	False	False	True	True	False	False	True	True	True	False	False	True	False	True	True	False	False
g168	t768																				
g169	t769																				
g169	t770	True	False	False	False	True	True	False	False	True	False	False	False	False	False	True	False	True	False	False	False
g169	t771	True	False	False	False	True	True	False	False	True	False	False	False	False	False	True	False	True	False	False	False
g169	t772																				
g169	t773	True	False	False	False	True	True	False	False	True	False	False	False	False	False	True	False	True	False	False	False
g17	t774																				
g17	t775	False	True	True	False	False	False	True	False	False	False	True	False	False	False	True	False	True	False	False	True
g17	t776																				
g17	t777	False	True	True	False	False	False	True	False	False	False	True	False	False	False	True	False	True	False	False	True
g17	t778																				
g17	t779																				
g17	t780	False	True	True	False	False	False	True	False	False	False	True	False	False	False	True	False	True	False	False	True
g17	t781	False	True	True	False	False	False	True	False	False	False	True	False	False	False	True	False	True	False	False	True
g17	t782																				
g17	t783	False	True	True	False	False	False	True	False	False	False	True	False	False	False	True	False	True	False	False	True
g17	t784	False	True	True	False	False	False	True	False	False	False	True	False	False	False	True	False	True	False	False	True
g170	t785	True	True	False	False	True	False	False	False	False	False	False	True	False	True	True	True	False	False	False	True
g170	t786	True	True	False	False	True	False	False	False	False	False	False	True	False	True	True	True	False	False	False	True
g170	t787																				
g170	t788	True	True	False	False	True	False	False	False	False	False	False	True	False	True	True	True	False	False	False	True
g170	t789																				
g170	t790	True	True	False	False	True	False	False	False	False	False	False	True	False	True	True	True	False	False	False	True
g170	t791																				
g170	t792	True	True	False	False	True	False	False	False	False	False	False	True	False	True	True	True	False	False	False	True
g170	t793	True	True	False	False	True	False	False	False	False	False	False	True	False	True	True	True	False	False	False	True
g170	t794	True	True	False	False	True	False	False	False	False	False	False	True	False	True	True	True	False	False	False	True
g170	t795	True	True	False	False	True	False	False	False	False	False	False	True	False	True	True	True	False	False	False	True
g170	t796	True	True	False	False	True	False	False	False	False	False	False	True	False	True	True	True	False	False	False	True
g171	t797																				
g171	t798	False	False	False	False	False	True	False	False	True	True	True	False	True	True	False	False	False	False	False	True
g171	t799	False	False	False	False	False	True	False	False	True	True	True	False	True	True	False	False	False	False	False	True
g171	t800																				
g171	t801	False	False	False	False	False	True	False	False	True	True	True	False	True	True	False	False	False	False	False	True
g171	t802	False	False	False	False	False	True	False	False	True	True	True	False	True	True	False	False	False	False	False	True
g171	t803	False	False	False	False	False	True	False	False	True	True	True	False	True	True	False	False	False	False	False	True
g171	t804	False	False	False	False	False	True	False	False	True	True	True	False	True	True	False	False	False	False	False	True
g171	t805																				
g171	t806	False	False	False	False	False	True	False	False	True	True	True	False	True	True	False	False	False	False	False	True
g171	t807	False	False	False	False	False	True	False	False	True	True	True	False	True	True	False	False	False	False	False	True
g172	t808																				
g172	t809	True	True	False	False	False	True	True	True	False	True	True	True	False	False	False	False	True	False	False	False
g172	t810																				
g172	t811																				
g172	t812	True	True	False	False	False	True	True	True	False	True	True	True	False	False	False	False	True	False	False	False
g172	t813	True	True	False	False	False	True	True	True	False	True	True	True	False	False	False	False	True	False	False	False
g172	t814	True	True	False	False	False	True	True	True	False	True	True	True	False	False	False	False	True	False	False	False
g172	t815	True	True	False	False	False	True	True	True	False	True	True	True	False	False	False	False	True	False	False	False
g173	t816																				
g173	t817	False	True	True	False	True	False	False	False	True	False	False	True	False	False	False	True	False	False	True	False
g173	t818																				
g173	t819																				
g173	t820	False	True	True	False	True	False	False	False	True	False	False	True	False	False	False	True	False	False	True	False
g173	t821	False	True	True	False	True	False	False	False	True	False	False	True	False	False	False	True	False	False	True	False
g174	t822	False	True	False	True	True	True	False	True	False	False	True	False	True	False	False	False	False	True	False	True
g174	t823	False	True	False	True	True	True	False	True	False	False	True	False	True	False	False	False	False	True	False	True
g174	t824																				
g174	t825	False	True	False	True	True	True	False	True	False	False	True	False	True	False	False	False	False	True	False	True
g174	t826	False	True	False	True	True	True	False	True	False	False	True	False	True	False	False	False	False	True	False	True
g174	t827																				
g175	t828																				
g175	t829																				
g175	t830																				
g175	t831	False	True	False	False	False	True	True	True	False	False	False	False	False	False	True	False	False	True	True	False
g175	t832	False	True	False	False	False	True	True	True	False	False	False	False	False	False	True	False	False	True	True	False
g175	t833																				
g175	t834	False	True	False	False	False	True	True	True	False	False	False	False	False	False	True	False	False	True	True	False
g175	t835	False	True	False	False	False	True	True	True	False	False	False	False	False	False	True	False	False	True	True	False
g176	t836	False	False	True	False	True	False	False	True	True	False	False	False	False	True	True	False	False	True	False	False
g176	t837																				
g176	t838	False	False	True	False	True	False	False	True	True	False	False	False	False	True	True	False	False	True	False	False
g176	t839																				
g176	t840																				
g176	t841	False	False	True	False	True	False	False	True	True	False	False	False	False	True	True	False	False	True	False	False
g176	t842	False	False	True	False	True	False	False	True	True	False	False	False	False	True	True	False	False	True	False	False
g176	t843																				
g176	t844	False	False	True	False	True	False	False	True	True	False	False	False	False	True	True	False	False	True	False	False
g176	t845	False	False	True	False	True	False	False	True	True	False	False	False	False	True	True	False	False	True	False	False
g176	t846																				
g176	t847	False	False	True	False	True	False	False	True	True	False	False	False	False	True	True	False	False	True	False	False
g177	t848	False	True	False	False	True	True	True	False	False	False	False	True	False	True	False	False	False	True	False	False
g177	t849	False	True	False	False	True	True	True	False	False	False	False	True	False	True	False	False	False	True	False	False
g177	t850																				
g177	t851	False	True	False	False	True	True	True	False	False	False	False	True	False	True	False	False	False	True	False	False
g177	t852																				
g177	t853																				
g177	t854	False	True	False	False	True	True	True	False	False	False	False	True	False	True	False	False	False	True	False	False
g177	t855	False	True	False	False	True	True	True	False	False	False	False	True	False	True	False	False	False	True	False	False
g177	t856	False	True	False	False	True	True	True	False	False	False	False	True	False	True	False	False	False	True	False	False
g178	t857	False	False	False	False	True	False	True	True	True	True	False	False	False	False	False	False	True	False	True	False
g178	t858	False	False	False	False	True	False	True	True	True	True	False	False	False	False	False	False	True	False	True	False
g178	t859																				
g178	t860																				
g178	t861	False	False	False	False	True	False	True	True	True	True	False	False	False	False	False	False	True	False	True	False
g178	t862	False	False	False	False	True	False	True	True	True	True	False	False	False	False	False	False	True	False	True	False
g178	t863	False	False	False	False	True	False	True	True	True	True	False	False	False	False	False	False	True	False	True	False
g178	t864																				
g178	t865																				
g178	t866																				
g178	t867	False	False	False	False	True	False	True	True	True	True	False	False	False	False	False	False	True	False	True	False
g178	t868	False	False	False	False	True	False	True	True	True	True	False	False	False	False	False	False	True	False	True	False
g178	t869																				
g178	t870																				
g178	t871																				
g178	t872	False	False	False	False	True	False	True	True	True	True	False	False	False	False	False	False	True	False	True	False
g179	t873																				
g179	t874	True	False	False	True	True	True	False	False	False	False	False	False	True	True	True	False	False	False	False	False
g179	t875	True	False	False	True	True	True	False	False	False	False	False	False	True	True	True	False	False	False	False	False
g179	t876	True	False	False	True	True	True	False	False	False	False	False	False	True	True	True	False	False	False	False	False
g179	t877																				
g179	t878																				
g179	t879																				
g179	t880	True	False	False	True	True	True	False	False	False	False	False	False	True	True	True	False	False	False	False	False
g179	t881																				
g179	t882	True	False	False	True	True	True	False	False	False	False	False	False	True	True	True	False	False	False	False	False
g18	t883	False	False	False	False	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True
g18	t884	False	False	False	False	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True
g18	t885																				
g18	t886																				
g18	t887	False	False	False	False	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True
g18	t888	False	False	False	False	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True
g18	t889																				
g18	t890																				
g18	t891	False	False	False	False	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True
g18	t892	False	False	False	False	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True
g180	t893																				
g180	t894	False	False	True	False	False	False	True	False	False	True	True	True	True	True	False	False	False	False	False	False
g180	t895	False	False	True	False	False	False	True	False	False	True	True	True	True	True	False	False	False	False	False	False
g180	t896	False	False	True	False	False	False	True	False	False	True	True	True	True	True	False	False	False	False	False	False
g180	t897	False	False	True	False	False	False	True	False	False	True	True	True	True	True	False	False	False	False	False	False
g180	t898																				
g181	t899																				
g181	t900	False	True	False	False	True	False	False	False	True	False	True	True	False	False	False	True	False	False	False	False
g181	t901																				
